  9.99999975E-06  3.12088646E+24
  9.99999975E-05  4.16178707E+15
  0.00166666671  30322884.
  0.00304878037  1323334.88
  0.00649350649  114461.531
  0.00990098994  21113.9609
  0.0142857144  2738.29492
  0.0222222228  467.87442
  0.03164557  202.553619
  0.0456621014  262.16217
  0.0641025603  2327.60742
  0.0833333358  315.732697
  0.100000001  270.570251
  0.166666672  1047.03198
  0.200000003  3115.58301
  0.232558131  1702.74341
  0.416666657  29.0756836
  0.806451619  0.064749971
  1.25  0.00315914559
  2.5  0.000351406663
  5.88235283  1.14572558E-05
  10.  1.01690375E-06
  20.  5.08452274E-07
  21.  4.8423982E-07
  22.  4.62229224E-07
  23.  4.42132688E-07
  24.  4.23709821E-07
  25.  4.06761842E-07
  26.  3.91117368E-07
  27.  3.76631192E-07
  28.  3.63180078E-07
  29.  3.5065645E-07
  30.  3.38968221E-07
  31.  3.28033906E-07
  32.  3.17782536E-07
  33.  3.08152863E-07
  34.  2.9908972E-07
  35.  2.90544079E-07
  36.  2.82473252E-07
  37.  2.74838982E-07
  38.  2.67606367E-07
  39.  2.60744656E-07
  40.  2.54226052E-07
  41.  2.48025287E-07
  42.  2.4212008E-07
  43.  2.36489427E-07
  44.  2.31114768E-07
  45.  2.25978852E-07
  46.  2.21066273E-07
  47.  2.16362594E-07
  48.  2.11855053E-07
  49.  2.07531642E-07
  50.  2.03380836E-07
  51.  1.99392943E-07
  52.  1.95558599E-07
  53.  1.91868764E-07
  54.  1.88315525E-07
  55.  1.84891618E-07
  56.  1.81590167E-07
  57.  1.78404264E-07
  58.  1.75328353E-07
  59.  1.72356735E-07
  60.  1.69484053E-07
  61.  1.66705732E-07
  62.  1.64016896E-07
  63.  1.61413411E-07
  64.  1.58891382E-07
  65.  1.56446717E-07
  66.  1.54076531E-07
  67.  1.5177676E-07
  68.  1.49544803E-07
  69.  1.47377534E-07
  70.  1.45271983E-07
  71.  1.43226075E-07
  72.  1.41236725E-07
  73.  1.39301932E-07
  74.  1.37419434E-07
  75.  1.35587243E-07
  76.  1.33803283E-07
  77.  1.32065551E-07
  78.  1.30372428E-07
  79.  1.28722064E-07
  80.  1.27112969E-07
  81.  1.25543707E-07
  82.  1.24012729E-07
  83.  1.225186E-07
  84.  1.21060125E-07
  85.  1.19635843E-07
  86.  1.18244664E-07
  87.  1.1688558E-07
  88.  1.15557341E-07
  89.  1.14258874E-07
  90.  1.12989383E-07
  91.  1.11747738E-07
  92.  1.10533094E-07
  93.  1.09344612E-07
  94.  1.08181261E-07
  95.  1.0704251E-07
  96.  1.05927604E-07
  97.  1.04835479E-07
  98.  1.03765778E-07
  99.  1.02717593E-07
  100.  1.01690489E-07
